Order ID,Order Date,Month,Year,Customer Name,Customer Type,Segment,Region,Country,State,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Shipping Cost,Sales,Profit,Profit Margin,Order Priority,Payment Mode
ORD-11310,2025-05-01,May,2025,Jessica Cortez,VIP,Corporate,East,Rwanda,Louisiana,Davidshire,Furniture,Chairs,Home,2,761.14,0.19,25.75,1233.05,306.36,0.25,Critical,UPI
ORD-11311,2024-01-11,Jan,2024,Amanda Wilson,Returning,Home Office,South,Australia,Maine,Rodriguezfurt,Furniture,Bookcases,Decision,6,506.31,0.05,44.43,2885.97,690.63,0.24,Low,Card
ORD-11312,2025-10-19,Oct,2025,Antonio Williams,Returning,Home Office,South,Peru,West Virginia,Weaverport,Office Supplies,Binders,Loss,7,52.94,0.14,30.4,318.7,12.78,0.04,Critical,Card
ORD-11313,2023-08-29,Aug,2023,Kimberly Greer,Returning,Consumer,West,Pitcairn Islands,Texas,South Robinberg,Office Supplies,Storage,Us,3,242.83,0.07,39.7,677.5,186.44,0.28,Low,Net Banking
ORD-11314,2024-08-12,Aug,2024,Jessica Patel,Returning,Consumer,Central,Portugal,Iowa,Johnsonville,Technology,Phones,Own,6,432.47,0.12,35.9,2283.44,212.07,0.09,Critical,Cash
ORD-11315,2025-04-13,Apr,2025,Yesenia Zuniga,Returning,Corporate,East,Tajikistan,New York,East Waynestad,Technology,Laptops,Create,10,558.9,0.12,20.65,4918.32,-274.28,-0.06,Critical,Card
ORD-11316,2022-12-24,Dec,2022,Kevin Rogers,New,Consumer,North,Bolivia,Vermont,New Patriciaborough,Technology,Phones,Center,5,329.24,0.17,15.1,1366.35,-98.5,-0.07,Low,Card
ORD-11317,2023-12-14,Dec,2023,Lawrence Patton,Returning,Corporate,East,Cambodia,Ohio,Jonesbury,Technology,Laptops,Hour,7,306.34,0.1,7.18,1929.94,89.7,0.05,High,Cash
ORD-11318,2024-12-21,Dec,2024,April Todd,New,Consumer,West,Tokelau,Tennessee,South Austin,Technology,Accessories,Man,7,412.86,0.27,18.54,2109.71,139.06,0.07,High,UPI
ORD-11319,2024-10-23,Oct,2024,Diana Hernandez,Returning,Corporate,North,Hungary,Missouri,New Allen,Technology,Phones,Worry,7,598.55,0.29,6.1,2974.79,172.44,0.06,Low,UPI
ORD-11320,2024-05-14,May,2024,Crystal Brown,New,Consumer,Central,Holy See (Vatican City State),Oklahoma,South Zachary,Office Supplies,Storage,Experience,3,46.85,0.09,47.9,127.9,8.33,0.07,Critical,Net Banking
ORD-11321,2024-08-02,Aug,2024,Aaron Miller,New,Home Office,West,Maldives,Texas,New Christianside,Technology,Accessories,We,4,634.3,0.05,44.56,2410.34,439.82,0.18,High,UPI
ORD-11322,2025-04-07,Apr,2025,Kimberly Walls,New,Corporate,South,American Samoa,Kentucky,Amandafort,Furniture,Tables,Remember,6,392.69,0.11,29.13,2096.96,-124.14,-0.06,Critical,Net Banking
ORD-11323,2023-04-07,Apr,2023,Alison Shepherd,Returning,Consumer,East,Fiji,Virginia,North Meganstad,Furniture,Bookcases,Able,5,797.18,0.13,24.87,3467.73,467.06,0.13,High,Net Banking
ORD-11324,2025-11-08,Nov,2025,Barbara Peterson,New,Corporate,Central,Algeria,Mississippi,East Joshuachester,Office Supplies,Binders,Energy,5,557.72,0.0,45.49,2788.6,822.27,0.29,Low,Net Banking
ORD-11325,2023-09-20,Sep,2023,Anthony Burke,New,Corporate,Central,Nicaragua,Virginia,Port Josephfort,Office Supplies,Paper,Article,2,263.52,0.08,20.93,484.88,117.89,0.24,Low,UPI
ORD-11326,2025-08-04,Aug,2025,Tina Flores,VIP,Corporate,Central,Holy See (Vatican City State),New Jersey,New Christopher,Furniture,Bookcases,Structure,1,629.87,0.16,30.03,529.09,136.45,0.26,Critical,Cash
ORD-11327,2023-04-02,Apr,2023,Christian Klein,VIP,Consumer,East,Libyan Arab Jamahiriya,Arkansas,New Sandra,Technology,Phones,Something,7,379.08,0.16,20.08,2228.99,662.91,0.3,Low,Net Banking
ORD-11328,2024-06-01,Jun,2024,Suzanne Johnson,Returning,Corporate,North,Lithuania,Louisiana,Victoriaview,Office Supplies,Binders,Conference,2,663.3,0.16,28.31,1114.34,95.03,0.09,High,UPI
ORD-11329,2023-10-06,Oct,2023,John Dawson,VIP,Consumer,North,British Virgin Islands,Tennessee,Calvinhaven,Furniture,Chairs,Too,6,182.75,0.16,17.55,921.06,57.89,0.06,Low,UPI
ORD-11330,2023-09-08,Sep,2023,Joshua Ward,VIP,Home Office,Central,Cape Verde,Alaska,North Keithhaven,Furniture,Bookcases,Every,2,363.55,0.27,16.0,530.78,106.04,0.2,High,Net Banking
ORD-11331,2024-07-30,Jul,2024,Timothy Lane,VIP,Corporate,South,Finland,Missouri,Heatherberg,Furniture,Bookcases,Key,2,140.8,0.0,22.67,281.6,-22.93,-0.08,High,Net Banking
ORD-11332,2023-11-13,Nov,2023,Melissa Sparks,VIP,Consumer,East,Antarctica (the territory South of 60 deg S),Alaska,North Robert,Office Supplies,Paper,Teach,9,727.36,0.27,27.89,4778.76,7.29,0.0,High,Net Banking
ORD-11333,2024-06-01,Jun,2024,Heather Marsh,VIP,Corporate,Central,Guatemala,Texas,Woodfurt,Office Supplies,Storage,South,1,754.26,0.13,12.45,656.21,191.2,0.29,Critical,Card
ORD-11334,2024-12-20,Dec,2024,Nancy Schneider,VIP,Consumer,North,Guatemala,Oregon,South Carlafort,Technology,Accessories,Institution,5,728.07,0.13,19.87,3167.1,243.0,0.08,Medium,Cash
ORD-11335,2024-02-11,Feb,2024,Gabrielle Vazquez,New,Consumer,East,Netherlands,Indiana,New Colleenfort,Furniture,Bookcases,Truth,1,30.49,0.02,6.22,29.88,6.62,0.22,Low,Cash
ORD-11336,2023-04-20,Apr,2023,Nicole Phillips,Returning,Consumer,Central,Suriname,Kansas,East Laceyfort,Technology,Accessories,List,9,708.77,0.23,41.38,4911.78,1316.99,0.27,Low,UPI
ORD-11337,2024-08-29,Aug,2024,Antonio Odonnell,VIP,Home Office,West,Jamaica,New Mexico,Port Kayla,Office Supplies,Storage,Anyone,5,543.48,0.05,37.75,2581.53,68.31,0.03,Medium,Card
ORD-11338,2023-09-24,Sep,2023,Lance Moyer,Returning,Home Office,East,Tuvalu,California,Traceyborough,Furniture,Bookcases,Agency,8,396.01,0.08,20.71,2914.63,629.55,0.22,High,Net Banking
ORD-11339,2025-10-31,Oct,2025,Jennifer Gomez,Returning,Corporate,South,Saint Martin,Utah,Griffinstad,Furniture,Bookcases,Clear,6,750.42,0.11,47.92,4007.24,-44.25,-0.01,Low,Cash
ORD-11340,2024-06-17,Jun,2024,Patricia Simon,VIP,Home Office,West,Denmark,Missouri,New Steven,Office Supplies,Paper,Successful,10,780.02,0.14,39.83,6708.17,1774.92,0.26,Critical,Card
ORD-11341,2024-04-15,Apr,2024,Nathan Harrison,Returning,Home Office,Central,Sierra Leone,Arizona,Gallegoschester,Office Supplies,Paper,Traditional,3,386.63,0.27,27.41,846.72,42.41,0.05,Critical,UPI
ORD-11342,2023-04-05,Apr,2023,Michael Gonzalez,VIP,Consumer,South,French Southern Territories,California,Caldwellshire,Office Supplies,Paper,Win,10,720.19,0.04,42.68,6913.82,30.95,0.0,Critical,Card
ORD-11343,2024-04-06,Apr,2024,Anthony Gardner,VIP,Consumer,North,Mayotte,Nevada,West Brookeberg,Office Supplies,Binders,Society,9,380.38,0.23,32.37,2636.03,-91.36,-0.03,Low,Cash
ORD-11344,2025-05-19,May,2025,Barbara Gross,New,Consumer,Central,Singapore,Massachusetts,Johnhaven,Furniture,Tables,Floor,2,36.47,0.03,14.84,70.75,1.39,0.02,Low,UPI
ORD-11345,2025-07-31,Jul,2025,Nicole Berry,VIP,Home Office,East,Thailand,South Dakota,South Kylehaven,Technology,Laptops,Culture,3,431.47,0.03,25.01,1255.58,335.15,0.27,High,Cash
ORD-11346,2025-03-05,Mar,2025,Ivan Romero,Returning,Corporate,East,Mongolia,Indiana,Millsstad,Office Supplies,Storage,Price,3,82.77,0.07,37.04,230.93,14.46,0.06,Critical,Cash
ORD-11347,2023-08-17,Aug,2023,Sherry Davila,Returning,Home Office,South,Saint Kitts and Nevis,Arizona,Millerview,Furniture,Chairs,Reason,7,511.44,0.1,41.32,3222.07,737.76,0.23,Low,Net Banking
ORD-11348,2025-01-01,Jan,2025,Alison Chen,Returning,Home Office,East,Uganda,Colorado,North Edwardchester,Office Supplies,Storage,Think,4,332.16,0.04,11.35,1275.49,236.6,0.19,High,Net Banking
ORD-11349,2024-08-29,Aug,2024,Amber Allen,Returning,Home Office,West,San Marino,Michigan,Gutierrezton,Office Supplies,Binders,Mother,5,607.36,0.27,25.86,2216.86,-86.97,-0.04,Low,Cash
ORD-11350,2023-10-21,Oct,2023,Brandon Jenkins,New,Corporate,West,French Southern Territories,Oregon,Stewartland,Furniture,Bookcases,She,5,589.53,0.18,10.47,2417.07,578.27,0.24,Critical,Cash
ORD-11351,2023-03-13,Mar,2023,Dr. Joseph Mcmahon,VIP,Corporate,Central,Pakistan,Georgia,Averyland,Furniture,Chairs,Civil,1,604.71,0.13,10.72,526.1,60.68,0.12,Medium,Cash
ORD-11352,2025-09-13,Sep,2025,Adam Daniel,New,Corporate,Central,Grenada,Virginia,West John,Office Supplies,Storage,Pattern,9,242.21,0.06,45.15,2049.1,170.28,0.08,Critical,UPI
ORD-11353,2025-08-03,Aug,2025,Michael Moore,New,Corporate,North,Nicaragua,Maine,South Brittney,Office Supplies,Storage,What,7,727.6,0.12,48.3,4482.02,897.58,0.2,Low,Card
ORD-11354,2024-09-24,Sep,2024,Kelly Orr,New,Corporate,North,Cameroon,Mississippi,Port John,Technology,Laptops,Industry,5,457.96,0.27,18.53,1671.55,-41.09,-0.02,High,Cash
ORD-11355,2024-10-24,Oct,2024,Kenneth Harris,New,Home Office,South,Nicaragua,Washington,Briannaport,Office Supplies,Paper,Official,9,334.44,0.07,16.82,2799.26,607.56,0.22,High,Net Banking
ORD-11356,2024-07-11,Jul,2024,Christopher Lang,VIP,Home Office,Central,Seychelles,Oklahoma,Port Jacquelineberg,Technology,Laptops,Myself,4,164.58,0.28,6.62,473.99,140.48,0.3,Medium,UPI
ORD-11357,2023-05-11,May,2023,Timothy Chavez,Returning,Corporate,Central,Tanzania,North Carolina,Clarkside,Furniture,Bookcases,Possible,10,799.91,0.23,13.73,6159.31,156.3,0.03,Critical,UPI
ORD-11358,2024-05-27,May,2024,Mary Garcia,Returning,Corporate,South,Benin,West Virginia,New Travis,Furniture,Tables,Dream,4,553.51,0.14,40.49,1904.07,13.78,0.01,Critical,Card
ORD-11359,2025-01-18,Jan,2025,Austin Potter,VIP,Corporate,West,Mongolia,Mississippi,Bakertown,Furniture,Bookcases,Somebody,9,524.8,0.03,42.97,4581.5,273.1,0.06,High,Net Banking
ORD-11360,2023-09-12,Sep,2023,Julie Wiley,Returning,Corporate,East,United States of America,Minnesota,East Thomasville,Technology,Laptops,Together,1,288.2,0.14,17.07,247.85,69.31,0.28,Medium,UPI
ORD-11361,2024-09-29,Sep,2024,Alex Ortiz,Returning,Home Office,South,Saint Martin,Florida,West Amyport,Office Supplies,Binders,Three,10,145.19,0.29,23.18,1030.85,-76.52,-0.07,High,Cash
ORD-11362,2023-11-15,Nov,2023,Alexandra Bond,VIP,Home Office,West,Antigua and Barbuda,North Dakota,Thomasmouth,Furniture,Chairs,Feel,7,796.36,0.11,25.48,4961.32,1329.13,0.27,Low,Card
ORD-11363,2025-07-29,Jul,2025,Charles Dean,VIP,Consumer,West,Namibia,Illinois,New Jenniferport,Furniture,Chairs,Memory,1,439.6,0.11,44.24,391.24,43.06,0.11,Critical,Cash
ORD-11364,2025-03-18,Mar,2025,Dr. Sierra Hernandez,New,Corporate,Central,Netherlands Antilles,Texas,West Elizabethfort,Technology,Accessories,Fund,10,494.55,0.16,37.95,4154.22,868.57,0.21,Critical,UPI
ORD-11365,2025-01-30,Jan,2025,Jasmine Palmer,New,Home Office,East,Cocos (Keeling) Islands,Massachusetts,Laurenmouth,Furniture,Bookcases,Where,3,471.36,0.13,40.65,1230.25,271.26,0.22,Critical,Net Banking
ORD-11366,2024-12-24,Dec,2024,Deborah Graham,VIP,Home Office,Central,Cyprus,Wisconsin,Allisonmouth,Technology,Accessories,Purpose,5,537.9,0.08,47.27,2474.34,49.2,0.02,High,Card
ORD-11367,2025-10-29,Oct,2025,Christopher Garcia,VIP,Home Office,North,Lebanon,New Jersey,East Justinland,Technology,Accessories,Important,6,241.09,0.13,39.56,1258.49,325.49,0.26,Low,UPI
ORD-11368,2025-10-09,Oct,2025,Danielle Gonzalez,Returning,Home Office,East,Northern Mariana Islands,North Carolina,Thompsonton,Furniture,Chairs,Kitchen,10,262.0,0.3,34.67,1834.0,267.51,0.15,High,UPI
ORD-11369,2024-09-27,Sep,2024,Courtney Smith,VIP,Consumer,East,Eritrea,Arkansas,Kimberlymouth,Technology,Laptops,However,1,333.74,0.17,23.42,277.0,-0.89,0.0,Low,Card
ORD-11370,2023-12-14,Dec,2023,Cindy Campbell,Returning,Home Office,South,Chad,Colorado,South Marissamouth,Furniture,Chairs,Opportunity,9,653.21,0.22,21.2,4585.53,546.4,0.12,Critical,UPI
ORD-11371,2025-09-02,Sep,2025,Laura Orr,Returning,Consumer,South,Japan,Iowa,Vanessafurt,Technology,Laptops,Top,4,60.57,0.13,47.84,210.78,1.82,0.01,Low,Net Banking
ORD-11372,2023-03-13,Mar,2023,Kathy Harper,VIP,Corporate,East,Bulgaria,Minnesota,Carlsonberg,Technology,Phones,Kitchen,6,443.21,0.23,22.26,2047.63,285.74,0.14,Medium,Cash
ORD-11373,2023-09-19,Sep,2023,Paul Norris,New,Consumer,South,Zimbabwe,Mississippi,Kristaburgh,Technology,Accessories,Hundred,9,99.67,0.19,42.23,726.59,-17.3,-0.02,Medium,UPI
ORD-11374,2025-11-19,Nov,2025,Kelly Fields,New,Corporate,South,Somalia,Rhode Island,Wolfehaven,Furniture,Chairs,Value,4,274.47,0.29,48.36,779.49,55.87,0.07,Critical,UPI
ORD-11375,2025-08-29,Aug,2025,Paula Eaton,New,Home Office,West,Netherlands,Pennsylvania,Petersonberg,Office Supplies,Binders,Year,10,277.86,0.07,48.91,2584.1,121.01,0.05,Low,UPI
ORD-11376,2023-02-15,Feb,2023,Jared Chase,New,Corporate,West,Colombia,Massachusetts,Petersport,Office Supplies,Binders,Rich,5,687.98,0.22,38.08,2683.12,747.27,0.28,Critical,Card
ORD-11377,2025-01-06,Jan,2025,David Ford,Returning,Home Office,Central,Sri Lanka,North Dakota,Port Shaneshire,Technology,Phones,Important,10,369.18,0.23,30.73,2842.69,-213.44,-0.08,Medium,Cash
ORD-11378,2025-04-01,Apr,2025,Russell Richardson,New,Consumer,West,Bulgaria,Wyoming,Christopherstad,Office Supplies,Storage,Physical,7,166.53,0.13,33.62,1014.17,-88.67,-0.09,Critical,Card
ORD-11379,2024-09-05,Sep,2024,Lisa Mueller,Returning,Corporate,East,Croatia,New York,Garnerview,Furniture,Bookcases,So,10,676.36,0.02,24.24,6628.33,-195.83,-0.03,High,Cash
ORD-11380,2023-12-13,Dec,2023,Dawn Brown,New,Corporate,Central,Sudan,Georgia,North Cory,Furniture,Bookcases,Place,2,49.67,0.01,8.73,98.35,-8.42,-0.09,Critical,Net Banking
ORD-11381,2025-05-08,May,2025,James Morgan,New,Home Office,South,Korea,Utah,Murphyport,Technology,Laptops,Executive,9,388.3,0.07,22.28,3250.07,542.16,0.17,Low,Card
ORD-11382,2023-11-19,Nov,2023,Justin Harrison,Returning,Home Office,East,Vanuatu,New Jersey,Joshuaview,Technology,Phones,Mission,10,28.9,0.17,11.12,239.87,-22.76,-0.09,High,Cash
ORD-11383,2024-03-15,Mar,2024,Stephanie Anderson,VIP,Home Office,Central,Uruguay,Illinois,Justinburgh,Office Supplies,Storage,Method,3,771.71,0.27,46.57,1690.04,425.96,0.25,High,Card
ORD-11384,2023-09-06,Sep,2023,Stephen Martinez,Returning,Home Office,Central,Mayotte,Mississippi,Garystad,Technology,Laptops,Team,10,424.69,0.12,39.48,3737.27,91.83,0.02,Medium,Card
ORD-11385,2022-12-09,Dec,2022,Claire Moore,Returning,Home Office,North,Korea,Louisiana,New Angela,Technology,Laptops,Able,3,672.85,0.27,48.03,1473.54,-26.34,-0.02,Low,UPI
ORD-11386,2024-08-27,Aug,2024,Jason Watts,VIP,Consumer,West,Saint Kitts and Nevis,Nevada,West Kevin,Technology,Phones,Cost,2,688.0,0.19,19.42,1114.56,-55.58,-0.05,Medium,Card
ORD-11387,2025-09-04,Sep,2025,Cheryl Gibson,New,Consumer,South,South Africa,Alaska,Ronaldfort,Furniture,Tables,Account,8,676.33,0.24,22.36,4112.09,29.47,0.01,Low,Cash
ORD-11388,2025-11-05,Nov,2025,Joseph Webb,Returning,Corporate,North,Australia,Alabama,North Cassidy,Furniture,Bookcases,Entire,8,604.06,0.25,36.04,3624.36,636.94,0.18,Medium,Net Banking
ORD-11389,2023-02-22,Feb,2023,Laura Cox,VIP,Corporate,South,Taiwan,New Jersey,Carolshire,Furniture,Chairs,Letter,2,529.69,0.16,47.74,889.88,16.68,0.02,Critical,Cash
ORD-11390,2024-11-29,Nov,2024,Timothy Mccarthy,Returning,Home Office,North,Montserrat,North Dakota,North Lisafurt,Office Supplies,Paper,Economy,1,120.55,0.02,46.84,118.14,-5.76,-0.05,Medium,UPI
ORD-11391,2024-08-23,Aug,2024,Angel Nichols,VIP,Consumer,East,Czech Republic,Idaho,New Michaelside,Office Supplies,Storage,Issue,8,529.19,0.07,43.51,3937.17,-63.56,-0.02,Low,Net Banking
ORD-11392,2024-12-11,Dec,2024,Robert Owens,Returning,Corporate,Central,Senegal,Maine,East Jeremiahchester,Furniture,Tables,Night,2,762.86,0.04,32.27,1464.69,61.78,0.04,Medium,Card
ORD-11393,2025-10-24,Oct,2025,Kristi Lopez,Returning,Home Office,Central,Zimbabwe,Oklahoma,Dodsontown,Office Supplies,Paper,Interest,8,374.27,0.28,47.04,2155.8,-102.96,-0.05,Critical,UPI
ORD-11394,2023-04-10,Apr,2023,Ralph Peterson,New,Corporate,North,Northern Mariana Islands,North Dakota,North George,Technology,Phones,Before,7,587.79,0.29,34.15,2921.32,-78.38,-0.03,Critical,Net Banking
ORD-11395,2023-02-22,Feb,2023,Kelsey Andrews,VIP,Corporate,Central,Canada,Texas,South Brian,Technology,Laptops,Difficult,2,632.35,0.03,22.56,1226.76,153.94,0.13,Medium,Card
ORD-11396,2025-09-13,Sep,2025,Susan Torres,New,Consumer,East,Bahrain,New Jersey,Lake Mary,Technology,Accessories,Or,4,19.02,0.29,35.92,54.02,1.16,0.02,Medium,Cash
ORD-11397,2024-06-30,Jun,2024,Kevin Johnson,VIP,Consumer,South,Solomon Islands,Wyoming,Lake Pamelaborough,Technology,Phones,Pretty,5,538.78,0.24,41.72,2047.36,582.58,0.28,High,UPI
ORD-11398,2024-05-13,May,2024,Terry Powers,VIP,Corporate,West,Anguilla,Iowa,Michaelfurt,Technology,Accessories,Particular,1,436.33,0.19,40.41,353.43,96.61,0.27,Low,UPI
ORD-11399,2025-11-10,Nov,2025,Jason Swanson,New,Corporate,South,Oman,Georgia,Heatherfort,Office Supplies,Storage,Friend,4,557.18,0.12,22.87,1961.27,-9.03,0.0,Critical,Cash
ORD-11400,2025-02-01,Feb,2025,Megan Huffman,Returning,Home Office,East,Cape Verde,Vermont,Lake Sandra,Furniture,Chairs,Ago,3,775.68,0.19,35.14,1884.9,308.16,0.16,Medium,Card
ORD-11401,2024-10-17,Oct,2024,Ryan Hudson,New,Consumer,North,Kuwait,West Virginia,Brownberg,Furniture,Tables,Five,2,772.29,0.07,47.72,1436.46,240.54,0.17,Medium,Net Banking
ORD-11402,2024-08-31,Aug,2024,Steven Chapman,VIP,Home Office,Central,Isle of Man,Nevada,Nicholasberg,Office Supplies,Storage,Yard,1,389.15,0.15,8.96,330.78,-12.07,-0.04,High,Card
ORD-11403,2023-12-21,Dec,2023,Megan Gomez,Returning,Home Office,West,Brunei Darussalam,New Hampshire,Dannyfort,Furniture,Bookcases,Phone,4,593.5,0.19,34.87,1922.94,17.06,0.01,Low,Cash
ORD-11404,2023-11-02,Nov,2023,Rachel Townsend,New,Corporate,South,Trinidad and Tobago,Mississippi,Ericfort,Furniture,Bookcases,Question,5,376.06,0.29,24.34,1335.01,371.02,0.28,High,Card
ORD-11405,2024-03-17,Mar,2024,Scott Garcia,VIP,Home Office,South,Kyrgyz Republic,Idaho,South Pamela,Technology,Accessories,Pay,3,478.69,0.14,17.37,1235.02,249.88,0.2,Medium,Cash
ORD-11406,2024-06-26,Jun,2024,Arthur Norton,Returning,Corporate,North,French Polynesia,New Mexico,Cindyfurt,Technology,Laptops,Save,8,528.85,0.16,48.41,3553.87,586.7,0.17,Critical,Cash
ORD-11407,2024-12-06,Dec,2024,Megan Reed,New,Corporate,North,Jersey,Indiana,Butlerport,Furniture,Chairs,Local,1,541.93,0.12,9.62,476.9,122.6,0.26,Medium,Cash
ORD-11408,2023-01-15,Jan,2023,Jose Davies,Returning,Corporate,East,Mexico,Virginia,New Darleneberg,Furniture,Bookcases,One,10,300.02,0.24,20.21,2280.15,562.15,0.25,Low,Net Banking
ORD-11409,2023-05-28,May,2023,Dana Briggs,VIP,Home Office,North,Denmark,Iowa,Susanfort,Technology,Laptops,Field,1,644.79,0.22,34.33,502.94,-35.64,-0.07,High,Cash
ORD-11410,2023-12-13,Dec,2023,Charlene Boone,Returning,Consumer,South,Saudi Arabia,Ohio,North Kathrynborough,Office Supplies,Binders,Value,7,414.53,0.29,48.21,2060.21,383.99,0.19,Low,Net Banking
ORD-11411,2023-09-06,Sep,2023,Sheena Phillips,New,Corporate,West,Venezuela,Delaware,Eugeneton,Technology,Accessories,Only,6,284.52,0.08,26.39,1570.55,181.07,0.12,Low,Net Banking
ORD-11412,2025-08-01,Aug,2025,Lynn Schaefer,VIP,Consumer,South,Qatar,Pennsylvania,Sullivanmouth,Technology,Phones,Positive,2,528.48,0.09,12.15,961.83,167.64,0.17,Low,Card
ORD-11413,2024-11-25,Nov,2024,Joshua Davis,Returning,Consumer,South,Belgium,South Dakota,Youngshire,Furniture,Chairs,Message,4,458.51,0.22,38.95,1430.55,412.84,0.29,High,UPI
ORD-11414,2023-02-26,Feb,2023,Erin Davenport,Returning,Consumer,East,Niue,Delaware,West Michael,Technology,Phones,List,10,401.06,0.03,16.34,3890.28,-171.3,-0.04,High,Cash
ORD-11415,2023-07-28,Jul,2023,Kathleen Scott,VIP,Corporate,Central,Burundi,Alaska,Michaelbury,Technology,Phones,Best,7,516.05,0.2,41.8,2889.88,-55.01,-0.02,Medium,Card
ORD-11416,2025-11-09,Nov,2025,Wanda Hawkins,Returning,Corporate,West,Finland,South Dakota,East Brian,Technology,Accessories,Present,9,462.75,0.01,49.91,4123.1,159.85,0.04,Medium,UPI
ORD-11417,2025-01-23,Jan,2025,Jeffrey Lyons,New,Consumer,East,Senegal,Washington,South Charleneside,Office Supplies,Binders,Job,1,664.5,0.01,48.86,657.86,99.09,0.15,Critical,Net Banking
ORD-11418,2024-06-11,Jun,2024,Matthew Brown,New,Corporate,West,Uzbekistan,South Carolina,New Peter,Furniture,Bookcases,Sea,3,409.8,0.13,41.95,1069.58,46.35,0.04,Low,Net Banking
ORD-11419,2023-07-07,Jul,2023,Ms. Jamie Mcpherson DDS,New,Consumer,East,Faroe Islands,New York,Alexanderfort,Office Supplies,Paper,Imagine,2,333.36,0.06,24.15,626.72,-3.48,-0.01,Critical,Cash
ORD-11420,2023-02-12,Feb,2023,Jaclyn House,New,Home Office,South,Trinidad and Tobago,West Virginia,South Mark,Office Supplies,Binders,Total,4,699.0,0.22,47.89,2180.88,168.78,0.08,Low,Cash
ORD-11421,2024-07-13,Jul,2024,April Johnson,New,Home Office,East,Solomon Islands,Rhode Island,New Emilyfort,Technology,Phones,Tough,6,238.12,0.13,13.58,1242.99,368.23,0.3,High,Net Banking
ORD-11422,2025-02-25,Feb,2025,Aaron Chen,VIP,Corporate,North,Chile,California,Careyberg,Furniture,Bookcases,Group,1,106.4,0.13,41.87,92.57,11.75,0.13,Low,UPI
ORD-11423,2024-03-13,Mar,2024,Jessica Owens,New,Corporate,North,Finland,Rhode Island,North Eric,Office Supplies,Binders,Wrong,7,121.59,0.28,11.42,612.81,19.65,0.03,Low,Net Banking
ORD-11424,2023-09-24,Sep,2023,Jason Harvey,New,Consumer,South,Bangladesh,Hawaii,Bennettfort,Technology,Phones,Able,1,590.83,0.17,39.57,490.39,127.66,0.26,Medium,UPI
ORD-11425,2023-11-25,Nov,2023,Wyatt Thompson,Returning,Home Office,West,Anguilla,Nevada,Bakerville,Office Supplies,Binders,Wear,6,489.79,0.11,36.57,2615.48,397.98,0.15,Medium,Card
ORD-11426,2025-07-31,Jul,2025,Melissa Garcia,VIP,Consumer,East,Morocco,South Dakota,Michaelville,Furniture,Tables,Help,8,126.25,0.1,10.49,909.0,216.97,0.24,High,UPI
ORD-11427,2025-07-08,Jul,2025,Paula Johnson,Returning,Home Office,North,Tuvalu,Texas,South Anthonyborough,Furniture,Bookcases,Military,4,499.45,0.07,32.98,1857.95,38.78,0.02,Critical,UPI
ORD-11428,2023-09-08,Sep,2023,Lori Allen DVM,New,Home Office,Central,French Guiana,Ohio,Port Maureenhaven,Office Supplies,Storage,Teach,1,703.1,0.08,34.2,646.85,42.66,0.07,Critical,UPI
ORD-11429,2024-05-22,May,2024,James Wolf,Returning,Corporate,West,Netherlands Antilles,Nebraska,New Vickifurt,Technology,Laptops,Current,2,412.63,0.07,46.11,767.49,190.87,0.25,High,Net Banking
ORD-11430,2023-03-01,Mar,2023,Frank Jones,New,Consumer,North,Vietnam,New Mexico,Taylorshire,Furniture,Tables,Mean,8,73.65,0.01,43.53,583.31,34.58,0.06,Medium,Cash
ORD-11431,2025-06-18,Jun,2025,Michael Gray,Returning,Consumer,East,Peru,Rhode Island,Reedborough,Office Supplies,Binders,Technology,2,422.61,0.28,32.04,608.56,158.81,0.26,Low,Cash
ORD-11432,2024-11-18,Nov,2024,Monica Barry,New,Home Office,North,Guinea-Bissau,Massachusetts,New Craig,Office Supplies,Paper,Friend,4,794.94,0.04,21.7,3052.57,-289.58,-0.09,High,Cash
ORD-11433,2023-07-23,Jul,2023,Jeffrey Conway,New,Consumer,South,Peru,Iowa,Port John,Technology,Accessories,Administration,5,584.1,0.22,47.1,2277.99,112.06,0.05,Medium,Card
ORD-11434,2025-11-20,Nov,2025,Karen Gonzales,Returning,Corporate,North,Barbados,Hawaii,Wilsonton,Furniture,Tables,Science,8,701.59,0.08,32.25,5163.7,-396.99,-0.08,Medium,UPI
ORD-11435,2024-10-22,Oct,2024,Tonya Flowers,Returning,Home Office,South,Luxembourg,Mississippi,North Amy,Furniture,Bookcases,Second,3,211.83,0.08,35.94,584.65,76.91,0.13,Critical,Card
ORD-11436,2025-10-09,Oct,2025,Jamie Raymond MD,VIP,Consumer,North,Tonga,Wyoming,Andersonport,Office Supplies,Paper,Draw,2,330.59,0.12,32.45,581.84,130.48,0.22,High,Card
ORD-11437,2024-07-07,Jul,2024,Stephen Garcia,New,Corporate,South,Bhutan,West Virginia,Port Christopher,Technology,Accessories,Response,8,653.81,0.0,49.61,5230.48,-120.74,-0.02,High,UPI
ORD-11438,2023-12-02,Dec,2023,Patricia Hayes,VIP,Consumer,North,Czech Republic,Kansas,Donovanfurt,Technology,Accessories,Huge,8,236.19,0.03,35.51,1832.83,487.03,0.27,Critical,Net Banking
